organization_id,source_system,source_record_id,contact_id,company_id,first_name,last_name,job_title,email,region,lifecycle_stage,created_date,source_updated_at,ingested_at,normalized_at
org_northstar_001,hubspot,hub_contact_232,con_00232,cmp_0133,Taylor,Jones,Director Operations,taylor.jones232@example.com,Asia Pacific,SQL,2026-07-27,2026-07-27T09:30:00Z,2026-07-27T09:35:00Z,2026-07-27T09:40:00Z
org_northstar_001,hubspot,hub_contact_233,con_00233,cmp_0114,Morgan,Davis,VP Marketing,morgan.davis233@example.com,North America,MQL,2025-12-30,2025-12-30T09:30:00Z,2025-12-30T09:35:00Z,2025-12-30T09:40:00Z
org_northstar_001,hubspot,hub_contact_234,con_00234,cmp_0170,Casey,Kim,VP Marketing,casey.kim234@example.com,North America,MQL,2026-01-16,2026-01-16T09:30:00Z,2026-01-16T09:35:00Z,2026-01-16T09:40:00Z
org_northstar_001,hubspot,hub_contact_235,con_00235,cmp_0061,Alex,Jones,IT Manager,alex.jones235@example.com,North America,MQL,2026-04-27,2026-04-27T09:30:00Z,2026-04-27T09:35:00Z,2026-04-27T09:40:00Z
org_northstar_001,hubspot,hub_contact_236,con_00236,cmp_0037,Morgan,Clark,CFO,morgan.clark236@example.com,North America,customer,2026-04-29,2026-04-29T09:30:00Z,2026-04-29T09:35:00Z,2026-04-29T09:40:00Z
org_northstar_001,hubspot,hub_contact_237,con_00237,cmp_0196,Casey,Wilson,CEO,casey.wilson237@example.com,North America,customer,2026-06-27,2026-06-27T09:30:00Z,2026-06-27T09:35:00Z,2026-06-27T09:40:00Z
org_northstar_001,hubspot,hub_contact_238,con_00238,cmp_0078,Morgan,Brown,Finance Manager,morgan.brown238@example.com,Latin America,customer,2025-05-21,2025-05-21T09:30:00Z,2025-05-21T09:35:00Z,2025-05-21T09:40:00Z
org_northstar_001,hubspot,hub_contact_239,con_00239,cmp_0235,Riley,Davis,COO,riley.davis239@example.com,North America,SQL,2025-05-27,2025-05-27T09:30:00Z,2025-05-27T09:35:00Z,2025-05-27T09:40:00Z
org_northstar_001,hubspot,hub_contact_240,con_00240,cmp_0250,Sam,Patel,Director Operations,sam.patel240@example.com,North America,SQL,2025-12-07,2025-12-07T09:30:00Z,2025-12-07T09:35:00Z,2025-12-07T09:40:00Z
org_northstar_001,hubspot,hub_contact_241,con_00241,cmp_0003,Casey,Garcia,COO,casey.garcia241@example.com,North America,MQL,2026-04-08,2026-04-08T09:30:00Z,2026-04-08T09:35:00Z,2026-04-08T09:40:00Z
org_northstar_001,hubspot,hub_contact_242,con_00242,cmp_0082,Jordan,Patel,IT Manager,jordan.patel242@example.com,North America,MQL,2026-05-17,2026-05-17T09:30:00Z,2026-05-17T09:35:00Z,2026-05-17T09:40:00Z
org_northstar_001,hubspot,hub_contact_243,con_00243,cmp_0220,Avery,Martin,Finance Manager,avery.martin243@example.com,North America,subscriber,2026-02-18,2026-02-18T09:30:00Z,2026-02-18T09:35:00Z,2026-02-18T09:40:00Z
org_northstar_001,hubspot,hub_contact_244,con_00244,cmp_0274,Robin,Brown,CEO,robin.brown244@example.com,Asia Pacific,customer,2025-07-24,2025-07-24T09:30:00Z,2025-07-24T09:35:00Z,2025-07-24T09:40:00Z
org_northstar_001,hubspot,hub_contact_245,con_00245,cmp_0272,Alex,Jones,CEO,alex.jones245@example.com,Europe,SQL,2025-07-15,2025-07-15T09:30:00Z,2025-07-15T09:35:00Z,2025-07-15T09:40:00Z
org_northstar_001,hubspot,hub_contact_246,con_00246,cmp_0128,Robin,Brown,VP Marketing,robin.brown246@example.com,Asia Pacific,lead,2025-08-20,2025-08-20T09:30:00Z,2025-08-20T09:35:00Z,2025-08-20T09:40:00Z
org_northstar_001,hubspot,hub_contact_247,con_00247,cmp_0197,Drew,Nguyen,COO,drew.nguyen247@example.com,North America,subscriber,2026-05-31,2026-05-31T09:30:00Z,2026-05-31T09:35:00Z,2026-05-31T09:40:00Z
org_northstar_001,hubspot,hub_contact_248,con_00248,cmp_0024,Casey,Martin,Analyst,casey.martin248@example.com,North America,MQL,2025-11-02,2025-11-02T09:30:00Z,2025-11-02T09:35:00Z,2025-11-02T09:40:00Z
org_northstar_001,hubspot,hub_contact_249,con_00249,cmp_0173,Sam,Patel,Director Operations,sam.patel249@example.com,Europe,customer,2026-03-21,2026-03-21T09:30:00Z,2026-03-21T09:35:00Z,2026-03-21T09:40:00Z
org_northstar_001,hubspot,hub_contact_250,con_00250,cmp_0251,Morgan,Patel,Finance Manager,morgan.patel250@example.com,North America,subscriber,2026-01-03,2026-01-03T09:30:00Z,2026-01-03T09:35:00Z,2026-01-03T09:40:00Z
org_northstar_001,hubspot,hub_contact_251,con_00251,cmp_0115,Morgan,Davis,CEO,morgan.davis251@example.com,Latin America,MQL,2025-05-15,2025-05-15T09:30:00Z,2025-05-15T09:35:00Z,2025-05-15T09:40:00Z
org_northstar_001,hubspot,hub_contact_252,con_00252,cmp_0087,Riley,Davis,CEO,riley.davis252@example.com,North America,lead,2025-05-07,2025-05-07T09:30:00Z,2025-05-07T09:35:00Z,2025-05-07T09:40:00Z
org_northstar_001,hubspot,hub_contact_253,con_00253,cmp_0131,Drew,Smith,IT Manager,drew.smith253@example.com,North America,customer,2026-07-02,2026-07-02T09:30:00Z,2026-07-02T09:35:00Z,2026-07-02T09:40:00Z
org_northstar_001,hubspot,hub_contact_254,con_00254,cmp_0056,Alex,Davis,CFO,alex.davis254@example.com,Europe,MQL,2025-01-21,2025-01-21T09:30:00Z,2025-01-21T09:35:00Z,2025-01-21T09:40:00Z
org_northstar_001,hubspot,hub_contact_255,con_00255,cmp_0195,Jamie,Nguyen,Sales Manager,jamie.nguyen255@example.com,Europe,SQL,2025-05-07,2025-05-07T09:30:00Z,2025-05-07T09:35:00Z,2025-05-07T09:40:00Z
org_northstar_001,hubspot,hub_contact_256,con_00256,cmp_0106,Casey,Wilson,CFO,casey.wilson256@example.com,North America,SQL,2025-01-10,2025-01-10T09:30:00Z,2025-01-10T09:35:00Z,2025-01-10T09:40:00Z
org_northstar_001,hubspot,hub_contact_257,con_00257,cmp_0139,Avery,Lee,Analyst,avery.lee257@example.com,Latin America,SQL,2025-05-21,2025-05-21T09:30:00Z,2025-05-21T09:35:00Z,2025-05-21T09:40:00Z
org_northstar_001,hubspot,hub_contact_258,con_00258,cmp_0061,Jordan,Lee,Sales Manager,jordan.lee258@example.com,North America,lead,2025-10-17,2025-10-17T09:30:00Z,2025-10-17T09:35:00Z,2025-10-17T09:40:00Z
org_northstar_001,hubspot,hub_contact_259,con_00259,cmp_0103,Jamie,Garcia,Director Operations,jamie.garcia259@example.com,North America,SQL,2025-09-27,2025-09-27T09:30:00Z,2025-09-27T09:35:00Z,2025-09-27T09:40:00Z
org_northstar_001,hubspot,hub_contact_260,con_00260,cmp_0152,Alex,Clark,Sales Manager,alex.clark260@example.com,North America,customer,2025-06-14,2025-06-14T09:30:00Z,2025-06-14T09:35:00Z,2025-06-14T09:40:00Z
org_northstar_001,hubspot,hub_contact_261,con_00261,cmp_0247,Morgan,Smith,CEO,morgan.smith261@example.com,North America,SQL,2025-12-05,2025-12-05T09:30:00Z,2025-12-05T09:35:00Z,2025-12-05T09:40:00Z
org_northstar_001,hubspot,hub_contact_262,con_00262,cmp_0057,Sam,Martin,COO,sam.martin262@example.com,North America,customer,2026-08-11,2026-08-11T09:30:00Z,2026-08-11T09:35:00Z,2026-08-11T09:40:00Z
org_northstar_001,hubspot,hub_contact_263,con_00263,cmp_0262,Robin,Davis,CFO,robin.davis263@example.com,North America,customer,2025-03-18,2025-03-18T09:30:00Z,2025-03-18T09:35:00Z,2025-03-18T09:40:00Z
org_northstar_001,hubspot,hub_contact_264,con_00264,cmp_0119,Casey,Nguyen,Sales Manager,casey.nguyen264@example.com,North America,subscriber,2026-04-13,2026-04-13T09:30:00Z,2026-04-13T09:35:00Z,2026-04-13T09:40:00Z
org_northstar_001,hubspot,hub_contact_265,con_00265,cmp_0090,Casey,Brown,Director Operations,casey.brown265@example.com,North America,MQL,2025-02-10,2025-02-10T09:30:00Z,2025-02-10T09:35:00Z,2025-02-10T09:40:00Z
org_northstar_001,hubspot,hub_contact_266,con_00266,cmp_0060,Alex,Smith,COO,alex.smith266@example.com,North America,SQL,2025-04-08,2025-04-08T09:30:00Z,2025-04-08T09:35:00Z,2025-04-08T09:40:00Z
org_northstar_001,hubspot,hub_contact_267,con_00267,cmp_0088,Riley,Martin,IT Manager,riley.martin267@example.com,North America,lead,2025-12-03,2025-12-03T09:30:00Z,2025-12-03T09:35:00Z,2025-12-03T09:40:00Z
org_northstar_001,hubspot,hub_contact_268,con_00268,cmp_0048,Riley,Patel,CFO,riley.patel268@example.com,North America,MQL,2026-01-17,2026-01-17T09:30:00Z,2026-01-17T09:35:00Z,2026-01-17T09:40:00Z
org_northstar_001,hubspot,hub_contact_269,con_00269,cmp_0234,Avery,Davis,Sales Manager,avery.davis269@example.com,Asia Pacific,SQL,2025-10-06,2025-10-06T09:30:00Z,2025-10-06T09:35:00Z,2025-10-06T09:40:00Z
org_northstar_001,hubspot,hub_contact_270,con_00270,cmp_0086,Taylor,Davis,CEO,taylor.davis270@example.com,Europe,customer,2025-04-26,2025-04-26T09:30:00Z,2025-04-26T09:35:00Z,2025-04-26T09:40:00Z
org_northstar_001,hubspot,hub_contact_271,con_00271,cmp_0082,Avery,Kim,Sales Manager,avery.kim271@example.com,North America,customer,2025-04-17,2025-04-17T09:30:00Z,2025-04-17T09:35:00Z,2025-04-17T09:40:00Z
org_northstar_001,hubspot,hub_contact_272,con_00272,cmp_0225,Drew,Wilson,Director Operations,drew.wilson272@example.com,Asia Pacific,MQL,2025-07-05,2025-07-05T09:30:00Z,2025-07-05T09:35:00Z,2025-07-05T09:40:00Z
org_northstar_001,hubspot,hub_contact_273,con_00273,cmp_0067,Cameron,Lee,Finance Manager,cameron.lee273@example.com,North America,MQL,2026-05-10,2026-05-10T09:30:00Z,2026-05-10T09:35:00Z,2026-05-10T09:40:00Z
org_northstar_001,hubspot,hub_contact_274,con_00274,cmp_0033,Sam,Brown,CEO,sam.brown274@example.com,Europe,SQL,2025-09-25,2025-09-25T09:30:00Z,2025-09-25T09:35:00Z,2025-09-25T09:40:00Z
org_northstar_001,hubspot,hub_contact_275,con_00275,cmp_0269,Robin,Kim,VP Sales,robin.kim275@example.com,North America,customer,2026-08-14,2026-08-14T09:30:00Z,2026-08-14T09:35:00Z,2026-08-14T09:40:00Z
org_northstar_001,hubspot,hub_contact_276,con_00276,cmp_0174,Jamie,Davis,IT Manager,jamie.davis276@example.com,North America,subscriber,2026-06-16,2026-06-16T09:30:00Z,2026-06-16T09:35:00Z,2026-06-16T09:40:00Z
org_northstar_001,hubspot,hub_contact_277,con_00277,cmp_0128,Riley,Jones,Finance Manager,riley.jones277@example.com,Asia Pacific,lead,2026-05-09,2026-05-09T09:30:00Z,2026-05-09T09:35:00Z,2026-05-09T09:40:00Z
org_northstar_001,hubspot,hub_contact_278,con_00278,cmp_0286,Alex,Jones,COO,alex.jones278@example.com,Europe,MQL,2025-02-25,2025-02-25T09:30:00Z,2025-02-25T09:35:00Z,2025-02-25T09:40:00Z
org_northstar_001,hubspot,hub_contact_279,con_00279,cmp_0241,Taylor,Lee,Sales Manager,taylor.lee279@example.com,Europe,lead,2026-05-23,2026-05-23T09:30:00Z,2026-05-23T09:35:00Z,2026-05-23T09:40:00Z
org_northstar_001,hubspot,hub_contact_280,con_00280,cmp_0170,Alex,Clark,VP Sales,alex.clark280@example.com,North America,MQL,2025-10-12,2025-10-12T09:30:00Z,2025-10-12T09:35:00Z,2025-10-12T09:40:00Z
org_northstar_001,hubspot,hub_contact_281,con_00281,cmp_0194,Morgan,Lee,Sales Manager,morgan.lee281@example.com,Asia Pacific,MQL,2026-02-17,2026-02-17T09:30:00Z,2026-02-17T09:35:00Z,2026-02-17T09:40:00Z
org_northstar_001,hubspot,hub_contact_282,con_00282,cmp_0294,Jordan,Martin,Sales Manager,jordan.martin282@example.com,Latin America,lead,2026-04-04,2026-04-04T09:30:00Z,2026-04-04T09:35:00Z,2026-04-04T09:40:00Z
org_northstar_001,hubspot,hub_contact_283,con_00283,cmp_0255,Jordan,Wilson,Finance Manager,jordan.wilson283@example.com,North America,subscriber,2025-01-19,2025-01-19T09:30:00Z,2025-01-19T09:35:00Z,2025-01-19T09:40:00Z
org_northstar_001,hubspot,hub_contact_284,con_00284,cmp_0282,Jordan,Kim,IT Manager,jordan.kim284@example.com,North America,SQL,2025-01-01,2025-01-01T09:30:00Z,2025-01-01T09:35:00Z,2025-01-01T09:40:00Z
org_northstar_001,hubspot,hub_contact_285,con_00285,cmp_0261,Morgan,Jones,Sales Manager,morgan.jones285@example.com,North America,customer,2026-07-30,2026-07-30T09:30:00Z,2026-07-30T09:35:00Z,2026-07-30T09:40:00Z
org_northstar_001,hubspot,hub_contact_286,con_00286,cmp_0187,Morgan,Martin,Director Operations,morgan.martin286@example.com,North America,MQL,2025-02-25,2025-02-25T09:30:00Z,2025-02-25T09:35:00Z,2025-02-25T09:40:00Z
org_northstar_001,hubspot,hub_contact_287,con_00287,cmp_0243,Robin,Martin,CFO,robin.martin287@example.com,Europe,subscriber,2026-01-08,2026-01-08T09:30:00Z,2026-01-08T09:35:00Z,2026-01-08T09:40:00Z
org_northstar_001,hubspot,hub_contact_288,con_00288,cmp_0114,Riley,Brown,VP Marketing,riley.brown288@example.com,North America,MQL,2025-01-03,2025-01-03T09:30:00Z,2025-01-03T09:35:00Z,2025-01-03T09:40:00Z
org_northstar_001,hubspot,hub_contact_289,con_00289,cmp_0192,Alex,Patel,Sales Manager,alex.patel289@example.com,North America,lead,2025-04-19,2025-04-19T09:30:00Z,2025-04-19T09:35:00Z,2025-04-19T09:40:00Z
org_northstar_001,hubspot,hub_contact_290,con_00290,cmp_0210,Casey,Kim,VP Sales,casey.kim290@example.com,Europe,lead,2025-04-20,2025-04-20T09:30:00Z,2025-04-20T09:35:00Z,2025-04-20T09:40:00Z
org_northstar_001,hubspot,hub_contact_291,con_00291,cmp_0202,Cameron,Garcia,Director Operations,cameron.garcia291@example.com,Europe,subscriber,2025-08-09,2025-08-09T09:30:00Z,2025-08-09T09:35:00Z,2025-08-09T09:40:00Z
org_northstar_001,hubspot,hub_contact_292,con_00292,cmp_0213,Sam,Jones,IT Manager,sam.jones292@example.com,North America,lead,2025-02-17,2025-02-17T09:30:00Z,2025-02-17T09:35:00Z,2025-02-17T09:40:00Z
org_northstar_001,hubspot,hub_contact_293,con_00293,cmp_0231,Sam,Kim,Analyst,sam.kim293@example.com,North America,lead,2026-04-14,2026-04-14T09:30:00Z,2026-04-14T09:35:00Z,2026-04-14T09:40:00Z
org_northstar_001,hubspot,hub_contact_294,con_00294,cmp_0256,Jamie,Davis,CEO,jamie.davis294@example.com,Latin America,MQL,2025-01-05,2025-01-05T09:30:00Z,2025-01-05T09:35:00Z,2025-01-05T09:40:00Z
org_northstar_001,hubspot,hub_contact_295,con_00295,cmp_0222,Cameron,Clark,COO,cameron.clark295@example.com,Latin America,SQL,2026-08-23,2026-08-23T09:30:00Z,2026-08-23T09:35:00Z,2026-08-23T09:40:00Z
org_northstar_001,hubspot,hub_contact_296,con_00296,cmp_0089,Jordan,Wilson,IT Manager,jordan.wilson296@example.com,Europe,MQL,2025-05-12,2025-05-12T09:30:00Z,2025-05-12T09:35:00Z,2025-05-12T09:40:00Z
org_northstar_001,hubspot,hub_contact_297,con_00297,cmp_0165,Avery,Wilson,IT Manager,avery.wilson297@example.com,Europe,customer,2026-06-01,2026-06-01T09:30:00Z,2026-06-01T09:35:00Z,2026-06-01T09:40:00Z
org_northstar_001,hubspot,hub_contact_298,con_00298,cmp_0128,Avery,Brown,VP Marketing,avery.brown298@example.com,Asia Pacific,MQL,2025-10-08,2025-10-08T09:30:00Z,2025-10-08T09:35:00Z,2025-10-08T09:40:00Z
org_northstar_001,hubspot,hub_contact_299,con_00299,cmp_0069,Avery,Kim,Analyst,avery.kim299@example.com,North America,lead,2025-05-22,2025-05-22T09:30:00Z,2025-05-22T09:35:00Z,2025-05-22T09:40:00Z
org_northstar_001,hubspot,hub_contact_300,con_00300,cmp_0281,Robin,Davis,Analyst,robin.davis300@example.com,Latin America,SQL,2025-11-18,2025-11-18T09:30:00Z,2025-11-18T09:35:00Z,2025-11-18T09:40:00Z
org_northstar_001,hubspot,hub_contact_301,con_00301,cmp_0103,Drew,Davis,VP Marketing,drew.davis301@example.com,North America,SQL,2025-08-03,2025-08-03T09:30:00Z,2025-08-03T09:35:00Z,2025-08-03T09:40:00Z
org_northstar_001,hubspot,hub_contact_302,con_00302,cmp_0068,Jamie,Clark,Director Operations,jamie.clark302@example.com,North America,SQL,2025-07-02,2025-07-02T09:30:00Z,2025-07-02T09:35:00Z,2025-07-02T09:40:00Z
org_northstar_001,hubspot,hub_contact_303,con_00303,cmp_0181,Cameron,Kim,IT Manager,cameron.kim303@example.com,Asia Pacific,customer,2026-07-30,2026-07-30T09:30:00Z,2026-07-30T09:35:00Z,2026-07-30T09:40:00Z
org_northstar_001,hubspot,hub_contact_304,con_00304,cmp_0214,Casey,Wilson,CEO,casey.wilson304@example.com,North America,MQL,2026-07-01,2026-07-01T09:30:00Z,2026-07-01T09:35:00Z,2026-07-01T09:40:00Z
org_northstar_001,hubspot,hub_contact_305,con_00305,cmp_0013,Taylor,Smith,CEO,taylor.smith305@example.com,Asia Pacific,lead,2026-01-26,2026-01-26T09:30:00Z,2026-01-26T09:35:00Z,2026-01-26T09:40:00Z
org_northstar_001,hubspot,hub_contact_306,con_00306,cmp_0083,Sam,Nguyen,COO,sam.nguyen306@example.com,North America,customer,2025-10-21,2025-10-21T09:30:00Z,2025-10-21T09:35:00Z,2025-10-21T09:40:00Z
org_northstar_001,hubspot,hub_contact_307,con_00307,cmp_0152,Jamie,Smith,Director Operations,jamie.smith307@example.com,North America,customer,2025-07-28,2025-07-28T09:30:00Z,2025-07-28T09:35:00Z,2025-07-28T09:40:00Z
org_northstar_001,hubspot,hub_contact_308,con_00308,cmp_0053,Morgan,Davis,Analyst,morgan.davis308@example.com,North America,lead,2026-07-30,2026-07-30T09:30:00Z,2026-07-30T09:35:00Z,2026-07-30T09:40:00Z
org_northstar_001,hubspot,hub_contact_309,con_00309,cmp_0262,Robin,Jones,CEO,robin.jones309@example.com,North America,customer,2025-10-22,2025-10-22T09:30:00Z,2025-10-22T09:35:00Z,2025-10-22T09:40:00Z
org_northstar_001,hubspot,hub_contact_310,con_00310,cmp_0199,Sam,Brown,Analyst,sam.brown310@example.com,North America,subscriber,2026-03-03,2026-03-03T09:30:00Z,2026-03-03T09:35:00Z,2026-03-03T09:40:00Z
org_northstar_001,hubspot,hub_contact_311,con_00311,cmp_0129,Drew,Martin,VP Sales,drew.martin311@example.com,Asia Pacific,customer,2025-07-27,2025-07-27T09:30:00Z,2025-07-27T09:35:00Z,2025-07-27T09:40:00Z
org_northstar_001,hubspot,hub_contact_312,con_00312,cmp_0189,Jamie,Davis,IT Manager,jamie.davis312@example.com,Latin America,lead,2026-08-26,2026-08-26T09:30:00Z,2026-08-26T09:35:00Z,2026-08-26T09:40:00Z
org_northstar_001,hubspot,hub_contact_313,con_00313,cmp_0100,Cameron,Patel,CFO,cameron.patel313@example.com,North America,lead,2025-10-29,2025-10-29T09:30:00Z,2025-10-29T09:35:00Z,2025-10-29T09:40:00Z
org_northstar_001,hubspot,hub_contact_314,con_00314,cmp_0089,Jordan,Wilson,CEO,jordan.wilson314@example.com,Europe,MQL,2026-06-11,2026-06-11T09:30:00Z,2026-06-11T09:35:00Z,2026-06-11T09:40:00Z
org_northstar_001,hubspot,hub_contact_315,con_00315,cmp_0285,Taylor,Patel,IT Manager,taylor.patel315@example.com,North America,customer,2025-09-28,2025-09-28T09:30:00Z,2025-09-28T09:35:00Z,2025-09-28T09:40:00Z
org_northstar_001,hubspot,hub_contact_316,con_00316,cmp_0003,Cameron,Davis,COO,cameron.davis316@example.com,North America,subscriber,2025-12-05,2025-12-05T09:30:00Z,2025-12-05T09:35:00Z,2025-12-05T09:40:00Z
org_northstar_001,hubspot,hub_contact_317,con_00317,cmp_0166,Sam,Kim,VP Marketing,sam.kim317@example.com,North America,MQL,2025-02-22,2025-02-22T09:30:00Z,2025-02-22T09:35:00Z,2025-02-22T09:40:00Z
org_northstar_001,hubspot,hub_contact_318,con_00318,cmp_0294,Riley,Lee,Director Operations,riley.lee318@example.com,Latin America,MQL,2026-07-18,2026-07-18T09:30:00Z,2026-07-18T09:35:00Z,2026-07-18T09:40:00Z
org_northstar_001,hubspot,hub_contact_319,con_00319,cmp_0095,Jordan,Clark,COO,jordan.clark319@example.com,North America,MQL,2026-06-18,2026-06-18T09:30:00Z,2026-06-18T09:35:00Z,2026-06-18T09:40:00Z
org_northstar_001,hubspot,hub_contact_320,con_00320,cmp_0275,Jordan,Brown,VP Sales,jordan.brown320@example.com,North America,customer,2026-02-18,2026-02-18T09:30:00Z,2026-02-18T09:35:00Z,2026-02-18T09:40:00Z
org_northstar_001,hubspot,hub_contact_321,con_00321,cmp_0170,Riley,Nguyen,VP Sales,riley.nguyen321@example.com,North America,customer,2025-12-06,2025-12-06T09:30:00Z,2025-12-06T09:35:00Z,2025-12-06T09:40:00Z
org_northstar_001,hubspot,hub_contact_322,con_00322,cmp_0272,Jamie,Jones,CEO,jamie.jones322@example.com,Europe,subscriber,2026-05-02,2026-05-02T09:30:00Z,2026-05-02T09:35:00Z,2026-05-02T09:40:00Z
org_northstar_001,hubspot,hub_contact_323,con_00323,cmp_0178,Morgan,Jones,IT Manager,morgan.jones323@example.com,North America,customer,2026-04-02,2026-04-02T09:30:00Z,2026-04-02T09:35:00Z,2026-04-02T09:40:00Z
org_northstar_001,hubspot,hub_contact_324,con_00324,cmp_0125,Sam,Brown,Finance Manager,sam.brown324@example.com,North America,customer,2025-02-10,2025-02-10T09:30:00Z,2025-02-10T09:35:00Z,2025-02-10T09:40:00Z
org_northstar_001,hubspot,hub_contact_325,con_00325,cmp_0059,Casey,Clark,VP Marketing,casey.clark325@example.com,Europe,subscriber,2026-01-31,2026-01-31T09:30:00Z,2026-01-31T09:35:00Z,2026-01-31T09:40:00Z
org_northstar_001,hubspot,hub_contact_326,con_00326,cmp_0265,Jamie,Clark,Sales Manager,jamie.clark326@example.com,Asia Pacific,MQL,2026-01-19,2026-01-19T09:30:00Z,2026-01-19T09:35:00Z,2026-01-19T09:40:00Z
org_northstar_001,hubspot,hub_contact_327,con_00327,cmp_0152,Riley,Clark,CFO,riley.clark327@example.com,North America,customer,2025-07-17,2025-07-17T09:30:00Z,2025-07-17T09:35:00Z,2025-07-17T09:40:00Z
org_northstar_001,hubspot,hub_contact_328,con_00328,cmp_0086,Jamie,Smith,CFO,jamie.smith328@example.com,Europe,lead,2026-07-05,2026-07-05T09:30:00Z,2026-07-05T09:35:00Z,2026-07-05T09:40:00Z
org_northstar_001,hubspot,hub_contact_329,con_00329,cmp_0110,Jordan,Garcia,Analyst,jordan.garcia329@example.com,North America,customer,2026-03-11,2026-03-11T09:30:00Z,2026-03-11T09:35:00Z,2026-03-11T09:40:00Z
org_northstar_001,hubspot,hub_contact_330,con_00330,cmp_0223,Robin,Jones,COO,robin.jones330@example.com,North America,subscriber,2025-03-15,2025-03-15T09:30:00Z,2025-03-15T09:35:00Z,2025-03-15T09:40:00Z
org_northstar_001,hubspot,hub_contact_331,con_00331,cmp_0170,Jordan,Lee,CEO,jordan.lee331@example.com,North America,lead,2025-02-08,2025-02-08T09:30:00Z,2025-02-08T09:35:00Z,2025-02-08T09:40:00Z
org_northstar_001,hubspot,hub_contact_332,con_00332,cmp_0129,Jordan,Kim,VP Sales,jordan.kim332@example.com,Asia Pacific,customer,2026-07-26,2026-07-26T09:30:00Z,2026-07-26T09:35:00Z,2026-07-26T09:40:00Z
org_northstar_001,hubspot,hub_contact_333,con_00333,cmp_0209,Cameron,Jones,Finance Manager,cameron.jones333@example.com,North America,MQL,2026-02-02,2026-02-02T09:30:00Z,2026-02-02T09:35:00Z,2026-02-02T09:40:00Z
org_northstar_001,hubspot,hub_contact_334,con_00334,cmp_0009,Sam,Lee,Analyst,sam.lee334@example.com,Europe,subscriber,2026-02-03,2026-02-03T09:30:00Z,2026-02-03T09:35:00Z,2026-02-03T09:40:00Z
org_northstar_001,hubspot,hub_contact_335,con_00335,cmp_0033,Alex,Davis,CFO,alex.davis335@example.com,Europe,lead,2026-08-23,2026-08-23T09:30:00Z,2026-08-23T09:35:00Z,2026-08-23T09:40:00Z
org_northstar_001,hubspot,hub_contact_336,con_00336,cmp_0258,Casey,Jones,VP Marketing,casey.jones336@example.com,North America,MQL,2025-04-19,2025-04-19T09:30:00Z,2025-04-19T09:35:00Z,2025-04-19T09:40:00Z
org_northstar_001,hubspot,hub_contact_337,con_00337,cmp_0145,Avery,Wilson,CEO,avery.wilson337@example.com,Asia Pacific,MQL,2026-03-25,2026-03-25T09:30:00Z,2026-03-25T09:35:00Z,2026-03-25T09:40:00Z
org_northstar_001,hubspot,hub_contact_338,con_00338,cmp_0274,Taylor,Davis,Finance Manager,taylor.davis338@example.com,Asia Pacific,SQL,2025-08-14,2025-08-14T09:30:00Z,2025-08-14T09:35:00Z,2025-08-14T09:40:00Z
org_northstar_001,hubspot,hub_contact_339,con_00339,cmp_0280,Sam,Patel,VP Marketing,sam.patel339@example.com,Latin America,SQL,2025-10-30,2025-10-30T09:30:00Z,2025-10-30T09:35:00Z,2025-10-30T09:40:00Z
org_northstar_001,hubspot,hub_contact_340,con_00340,cmp_0192,Jamie,Clark,COO,jamie.clark340@example.com,North America,lead,2025-01-12,2025-01-12T09:30:00Z,2025-01-12T09:35:00Z,2025-01-12T09:40:00Z
org_northstar_001,hubspot,hub_contact_341,con_00341,cmp_0003,Drew,Wilson,Analyst,drew.wilson341@example.com,North America,MQL,2026-08-10,2026-08-10T09:30:00Z,2026-08-10T09:35:00Z,2026-08-10T09:40:00Z
org_northstar_001,hubspot,hub_contact_342,con_00342,cmp_0044,Morgan,Davis,Director Operations,morgan.davis342@example.com,North America,lead,2025-11-09,2025-11-09T09:30:00Z,2025-11-09T09:35:00Z,2025-11-09T09:40:00Z
org_northstar_001,hubspot,hub_contact_343,con_00343,cmp_0263,Taylor,Patel,VP Sales,taylor.patel343@example.com,North America,MQL,2025-05-26,2025-05-26T09:30:00Z,2025-05-26T09:35:00Z,2025-05-26T09:40:00Z
org_northstar_001,hubspot,hub_contact_344,con_00344,cmp_0130,Jordan,Patel,IT Manager,jordan.patel344@example.com,North America,customer,2025-07-18,2025-07-18T09:30:00Z,2025-07-18T09:35:00Z,2025-07-18T09:40:00Z
org_northstar_001,hubspot,hub_contact_345,con_00345,cmp_0282,Sam,Clark,CFO,sam.clark345@example.com,North America,lead,2026-04-18,2026-04-18T09:30:00Z,2026-04-18T09:35:00Z,2026-04-18T09:40:00Z
org_northstar_001,hubspot,hub_contact_346,con_00346,cmp_0035,Jordan,Garcia,IT Manager,jordan.garcia346@example.com,North America,MQL,2025-09-14,2025-09-14T09:30:00Z,2025-09-14T09:35:00Z,2025-09-14T09:40:00Z
org_northstar_001,hubspot,hub_contact_347,con_00347,cmp_0170,Taylor,Jones,VP Sales,taylor.jones347@example.com,North America,subscriber,2026-01-01,2026-01-01T09:30:00Z,2026-01-01T09:35:00Z,2026-01-01T09:40:00Z
org_northstar_001,hubspot,hub_contact_348,con_00348,cmp_0036,Riley,Martin,Sales Manager,riley.martin348@example.com,Latin America,lead,2025-07-18,2025-07-18T09:30:00Z,2025-07-18T09:35:00Z,2025-07-18T09:40:00Z
